,@diffgr:id,@msdata:rowOrder,NomeEstacao,CodEstacao,Bacia,SubBacia,Operadora,Responsavel,Municipio-UF,Latitude,Longitude,Altitude,CodRio,NomeRio,Origem,StatusEstacao
3419,Table3420,3419,FAZENDINHA,65010000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,SÃO JOSÉ DOS PINHAIS-PR,-25.51920,-49.14560,875.06,65107000,RIO PEQUENO,RHN,Ativo
3420,Table3421,3420,JUSANTE PARQUE SÃO LOURENÇO,65011030,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,CURITIBA-PR,-25.38670,-49.26610,919.46,65108000,RIO BELÉM,RHN,Ativo
3421,Table3422,3421,ETE - SANEPAR,65013005,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,CURITIBA-PR,-25.52810,-49.21890,875.00,65100000,RIO IGUAÇU,RHN,Ativo
3422,Table3423,3422,CACHOEIRA,65015400,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,SÃO JOSÉ DOS PINHAIS-PR,-25.58920,-49.22810,878.00,65110000,RIO MIRINGUAVA,RHN,Ativo
3423,Table3424,3423,PONTE DO UMBARAZINHO,65017006,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,SÃO JOSÉ DOS PINHAIS-PR,-25.59860,-49.26080,879.00,65100000,RIO IGUAÇU,RHN,Ativo
3424,Table3425,3424,SANTA QUITÉRIA,65019675,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,CURITIBA-PR,-25.46330,-49.31970,889.09,65113000,RIO BARIGUI,RHN,Ativo
3425,Table3426,3425,GUAJUVIRA,65025000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,ARAUCÁRIA-PR,-25.60030,-49.51330,857.72,65100000,RIO IGUAÇU,RHN,Ativo
3426,Table3427,3426,FORMIGAS,65026950,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,ARAUCÁRIA-PR,-25.53780,-49.54440,869.22,65115000,RIO VERDE,RHN,Ativo
3427,Table3428,3427,BALSA NOVA,65028000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,BALSA NOVA-PR,-25.58860,-49.63190,854.36,65100000,RIO IGUAÇU,RHN,Ativo
3428,Table3429,3428,UHE GOV. NEY AMINTHAS PORTO AMAZONAS,65035001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,PORTO AMAZONAS-PR,-25.54810,-49.88940,780.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3429,Table3430,3429,UHE GOV. NEY AMINTHAS SÃO MATEUS DO SUL,65060001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,SÃO MATEUS DO SUL-PR,-25.87560,-50.38940,760.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3430,Table3431,3430,PCH DERIVAÇÃO DO RIO JORDÃO RIO NEGRO,65100001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,RIO NEGRO-PR,-26.10970,-49.80110,766.00,65120000,RIO NEGRO,Setor Elétrico,Ativo
3431,Table3432,3431,QUITANDINHA,65136550,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,QUITANDINHA-PR,-25.85500,-49.52580,800.00,65120400,RIO DA VÁRZEA,RHN,Ativo
3432,Table3433,3432,PCH CANHADÃO BARRAMENTO,65140000,6,65,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,MANGUEIRINHA-PR,-25.97830,-52.21330,890.00,65140700,RIO COVO,Setor Elétrico,Ativo
3433,Table3434,3433,PCH CANHADÃO JUSANTE,65141000,6,65,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,00363 - CANHADÃO - Canhadão Produção de Energia Elétrica LTDA.,MANGUEIRINHA-PR,-25.97360,-52.16830,657.00,65140700,RIO COVO,Setor Elétrico,Ativo
3434,Table3435,3434,PCH CAVERNOSO II SÃO BENTO,65155001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,LAPA-PR,-25.94390,-49.79610,775.00,65120400,RIO DA VÁRZEA,Setor Elétrico,Ativo
3435,Table3436,3435,FAZENDA MELLO,65155500,6,65,"00414 - RIGESA - Rigesa - Celulose, Papel e Embalagens Ltda.","00414 - RIGESA - Rigesa - Celulose, Papel e Embalagens Ltda.",ANTÔNIO OLINTO-PR,-25.98670,-50.09280,840.00,65140450,CÓRREGO DO MELLO,RHN,Ativo
3436,Table3437,3436,PCH DERIVAÇÃO DO RIO JORDÃO DIVISA,65175001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,SÃO MATEUS DO SUL-PR,-26.09140,-50.33390,770.00,65120000,RIO NEGRO,Setor Elétrico,Ativo
3437,Table3438,3437,UHE GOV. BENTO MUNHOZ FLUVIÓPOLIS,65220001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,SÃO MATEUS DO SUL-PR,-26.01920,-50.59250,770.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3438,Table3439,3438,PCH RIO TIMBÓ MONTANTE,65258000,6,65,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,TIMBÓ GRANDE-SC,-26.61440,-50.67610,950.00,65130700,RIO TIMBÓ,Setor Elétrico,Ativo
3439,Table3440,3439,PCH RIO TIMBÓ RIO CAÇADOR GRANDE,65259000,6,65,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,TIMBÓ GRANDE-SC,-26.59360,-50.72830,933.00,65170250,RIO CAÇADOR GRANDE,Setor Elétrico,Ativo
3440,Table3441,3440,PCH DERIVAÇÃO DO RIO JORDÃO FOZ DO CACHOEIRA,65260001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,TIMBÓ GRANDE-SC,-26.58750,-50.72830,895.00,65130700,RIO TIMBÓ,Setor Elétrico,Ativo
3441,Table3442,3441,PCH RIO TIMBÓ BARRAMENTO,65270000,6,65,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,IRINEÓPOLIS-SC,-26.49500,-50.78750,845.00,65130700,RIO TIMBÓ,Setor Elétrico,Ativo
3442,Table3443,3442,PCH RIO TIMBÓ JUSANTE,65271000,6,65,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,00503 - CIABS - Companhia Bom Sucesso de Eletricidade-CIABS,IRINEÓPOLIS-SC,-26.45970,-50.81220,767.00,65130700,RIO TIMBÓ,Setor Elétrico,Ativo
3443,Table3444,3443,CGH RIO BONITO JUSANTE,65275000,6,65,00712 - RIO BONITO - Rio Bonito Energia Ltda.,00712 - RIO BONITO - Rio Bonito Energia Ltda.,PORTO UNIÃO-SC,-26.46310,-50.88830,871.00,65130720,RIO BONITO,Setor Elétrico,Ativo
3444,Table3445,3444,CGH BAITACA JUSANTE,65280000,6,65,00712 - RIO BONITO - Rio Bonito Energia Ltda.,00712 - RIO BONITO - Rio Bonito Energia Ltda.,PORTO UNIÃO-SC,-26.44060,-50.83440,792.00,65130720,RIO BONITO,Setor Elétrico,Ativo
3445,Table3446,3445,PCH PARDOS JUSANTE,65293000,6,65,00562 - PARDOS - Hidroelétrica Pardos S.A.,00562 - PARDOS - Hidroelétrica Pardos S.A.,PORTO UNIÃO-SC,-26.44720,-50.98610,911.00,65130730,RIO DOS PARDOS,Setor Elétrico,Ativo
3446,Table3447,3446,UHE GOV. BENTO MUNHOZ UNIÃO DA VITÓRIA,65310001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,UNIÃO DA VITÓRIA-PR,-26.22810,-51.08030,739.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3447,Table3448,3447,UHE GOV. BENTO MUNHOZ R5 PORTO VITÓRIA,65365801,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,PORTO VITÓRIA-PR,-26.16530,-51.22810,740.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3448,Table3449,3448,UHE GOV. BENTO MUNHOZ JANGADA DO SUL,65370001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,GENERAL CARNEIRO-PR,-26.38690,-51.27190,800.00,65131200,RIO JANGADA,Setor Elétrico,Ativo
3449,Table3450,3449,UHE GOV. BENTO MUNHOZ MADEIREIRA GAVAZONI,65764001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,CRUZ MACHADO-PR,-25.80750,-51.28860,805.00,65140000,RIO DA AREIA,Setor Elétrico,Ativo
3450,Table3451,3450,UHE GOV. BENTO MUNHOZ BARRAMENTO,65774400,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,PINHÃO-PR,-26.00940,-51.66470,742.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3451,Table3452,3451,UHE GOV. NEY AMINTHAS SOLAIS NOVO,65775901,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,CORONEL DOMINGOS SOARES-PR,-26.09310,-51.87970,720.00,65140300,RIO IRATIM,Setor Elétrico,Ativo
3452,Table3453,3452,UHE GOV. NEY AMINTHAS BARRAMENTO,65803001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,MANGUEIRINHA-PR,-25.78830,-52.11470,607.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3453,Table3454,3453,FOZ DO RIO BANANAS,65808500,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,GUARAPUAVA-PR,-25.44310,-51.44640,967.00,65150090,RIO BANANAS,RHN,Ativo
3454,Table3455,3454,CGH ENXADRISTA MONTANTE,65808900,6,65,01142 - RIO DAS PEDRAS - Energética Rio das Pedras SPE Ltda.,01142 - RIO DAS PEDRAS - Energética Rio das Pedras SPE Ltda.,GUARAPUAVA-PR,-25.38470,-51.38530,1013.00,65141400,RIO DAS PEDRAS,Setor Elétrico,Ativo
3455,Table3456,3455,ETA - GUARAPUAVA,65809000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,GUARAPUAVA-PR,-25.39780,-51.43580,950.00,65141400,RIO DAS PEDRAS,RHN,Ativo
3456,Table3457,3456,FOZ DO RIO COUTINHO,65812000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00052 - IAT-PR - Instituto Água e Terra do Paraná,GUARAPUAVA-PR,-25.45280,-51.63580,0.00,65150000,RIO JORDÃO,RHN,Ativo
3457,Table3458,3457,PCH TRÊS CAPÕES JUSANTE,65813000,6,65,00187 - INSAM - Indústrias de Madeiras Santa Maria Ltda.-INSAM,00187 - INSAM - Indústrias de Madeiras Santa Maria Ltda.-INSAM,GUARAPUAVA-PR,-25.46750,-51.66390,898.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3458,Table3459,3458,UHE SANTA CLARA MONTANTE,65813100,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,GUARAPUAVA-PR,-25.48780,-51.73780,0.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3459,Table3460,3459,UHE SALTO CURUCACA BARRAMENTO,65815040,6,65,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,GUARAPUAVA-PR,-25.53530,-51.81580,0.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3460,Table3461,3460,UHE SALTO CURUCACA JUSANTE,65815050,6,65,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,00716 - SANTA MARIA - Santa Maria Companhia Papel e Celulose,GUARAPUAVA-PR,-25.53830,-51.81890,1000.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3461,Table3462,3461,PCH TAGUÁ,65815060,6,65,01164 - TAGUÁ - Taguá Energia Ltda,01164 - TAGUÁ - Taguá Energia Ltda,CANDÓI-PR,-25.50440,-51.78640,887.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3462,Table3463,3462,UHE SANTA CLARA RIO PINHÃO,65819300,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,PINHÃO-PR,-25.61190,-51.65310,0.00,65150300,RIO PINHÃO,Setor Elétrico,Ativo
3463,Table3464,3463,UHE SANTA CLARA BARRAMENTO,65824991,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,PINHÃO-PR,-25.65580,-51.95220,811.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3464,Table3465,3464,UHE FUNDÃO BARRAMENTO,65825497,6,65,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,00289 - ELEJOR - Centrais Elétricas do Rio Jordão S.A-ELEJOR,FOZ DO JORDÃO-PR,-25.70190,-52.00500,711.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3465,Table3466,3465,PCH DERIVAÇÃO DO RIO JORDÃO BARRAMENTO,65826612,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,RESERVA DO IGUAÇU-PR,-25.75420,-52.08720,616.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3466,Table3467,3466,PCH BARRA JUSANTE,65826720,6,65,00376 - RIO JORDÃO - Rio Jordão Papéis S.A.,00376 - RIO JORDÃO - Rio Jordão Papéis S.A.,FOZ DO JORDÃO-PR,-25.76750,-52.09060,554.00,65150000,RIO JORDÃO,Setor Elétrico,Ativo
3467,Table3468,3467,PCH TIGRE BARRAMENTO,65831000,6,65,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,MANGUEIRINHA-PR,-26.05280,-52.17830,901.00,65140710,RIO MARRECAS,Setor Elétrico,Ativo
3468,Table3469,3468,PCH TIGRE JUSANTE,65831020,6,65,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,00661 - TIGRE - Tigre Produção de Energia Elétrica Ltda.,MANGUEIRINHA-PR,-26.04110,-52.17500,828.00,65140710,RIO MARRECAS,Setor Elétrico,Ativo
3469,Table3470,3469,PCH COVÓ MONTANTE,65831900,6,65,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,MANGUEIRINHA-PR,-25.97970,-52.16140,661.00,65140710,RIO MARRECAS,Setor Elétrico,Ativo
3470,Table3471,3470,PCH COVÓ BARAMENTO,65832000,6,65,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,00525 - COVÓ - Covó Geração de Energia Elétrica Ltda.,MANGUEIRINHA-PR,-25.97220,-52.15140,661.00,65140710,RIO MARRECAS,Setor Elétrico,Ativo
3471,Table3472,3471,PCH CAVERNOSO II VAU DOS RIBEIROS,65854500,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,VIRMOND-PR,-25.38110,-52.02610,607.00,65160000,RIO CAVERNOSO,Setor Elétrico,Ativo
3472,Table3473,3472,PCH CAVERNOSO II BARRAMENTO,65855080,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,VIRMOND-PR,-25.48780,-52.21560,560.00,65160000,RIO CAVERNOSO,Setor Elétrico,Ativo
3473,Table3474,3473,PCH CAVERNOSO II JUSANTE,65855110,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,VIRMOND-PR,-25.50890,-52.22920,514.00,65160000,RIO CAVERNOSO,Setor Elétrico,Ativo
3474,Table3475,3474,UHE SALTO SANTIAGO RIO CHOPINZINHO,65875500,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,CHOPINZINHO-PR,-25.78080,-52.49170,540.00,65160100,RIO CHOPINZINHO,Setor Elétrico,Ativo
3475,Table3476,3475,UHE SALTO SANTIAGO RESERVATÓRIO 2,65883045,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,SAUDADE DO IGUAÇU-PR,-25.64060,-52.59500,491.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3476,Table3477,3476,UHE SALTO SANTIAGO RESERVATÓRIO 1,65883048,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,SAUDADE DO IGUAÇU-PR,-25.60500,-52.60530,490.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3477,Table3478,3477,UHE SALTO SANTIAGO BARRAMENTO,65883051,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,SAUDADE DO IGUAÇU-PR,-25.61030,-52.61640,491.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3478,Table3479,3478,UHE SALTO OSÓRIO RIO DAS COBRAS,65889700,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,ESPIGÃO ALTO DO IGUAÇU-PR,-25.41030,-52.74060,495.00,65160900,RIO DAS COBRAS,Setor Elétrico,Ativo
3479,Table3480,3479,UHE SALTO OSÓRIO RESERVATÓRIO 2,65889800,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,SÃO JORGE D''OESTE-PR,-25.61250,-52.86330,405.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3480,Table3481,3480,UHE SALTO OSÓRIO RESERVATÓRIO 1,65894900,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,SÃO JORGE D''OESTE-PR,-25.55940,-52.99390,402.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3481,Table3482,3481,UHE SALTO OSÓRIO BARRAMENTO,65894991,6,65,00112 - ENGIE - Engie Brasil Energia S.A.,00112 - ENGIE - Engie Brasil Energia S.A.,QUEDAS DO IGUAÇU-PR,-25.53310,-53.01060,400.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3482,Table3483,3482,PCH ARTURO ANDREOLI PORTO PALMEIRINHA,65927001,6,65,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,CORONEL VIVIDA-PR,-26.02890,-52.62810,450.00,65170000,RIO CHOPIM,Setor Elétrico,Ativo
3483,Table3484,3483,PCH VITORINO MONTANTE,65945200,6,65,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,ITAPEJARA D''OESTE-PR,-26.01000,-52.79390,522.00,65170300,RIO VITORINO,Setor Elétrico,Ativo
3484,Table3485,3484,PCH VITORINO BARRAMENTO,65945400,6,65,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,ITAPEJARA D''OESTE-PR,-25.99720,-52.78560,520.00,65170300,RIO VITORINO,Setor Elétrico,Ativo
3485,Table3486,3485,PCH VITORINO JUSANTE 1,65945500,6,65,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,ITAPEJARA D''OESTE-PR,-25.99720,-52.78500,518.00,65170300,RIO VITORINO,Setor Elétrico,Ativo
3486,Table3487,3486,PCH VITORINO JUSANTE 2,65945600,6,65,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,00373 - RIO VITORINO - Hidrelétrica Rio Vitorino LTDA.,ITAPEJARA D''OESTE-PR,-25.99220,-52.78580,492.00,65170300,RIO VITORINO,Setor Elétrico,Ativo
3487,Table3488,3487,PONTE MARMELEIRO MTE. ETA,65948000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,MARMELEIRO-PR,-26.15250,-53.02000,500.00,65170660,RIO MARMELEIRO,RHN,Ativo
3488,Table3489,3488,FRANCISCO BELTRÃO MTE. ETA,65950200,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,FRANCISCO BELTRÃO-PR,-26.08170,-53.07390,450.00,65170680,RIO MARRECAS,RHN,Ativo
3489,Table3490,3489,PCH VILA GALUPO MONTANTE,65954200,6,65,01114 - SUDOESTE - Sudoeste Energia Ltda.,01114 - SUDOESTE - Sudoeste Energia Ltda.,BOM SUCESSO DO SUL-PR,-26.08640,-52.93940,550.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3490,Table3491,3490,PCH BEDIM MONTANTE,65954250,6,65,01159 - SANTANA - Santana Energética Ltda,01159 - SANTANA - Santana Energética Ltda,RENASCENÇA-PR,-26.09560,-52.94810,560.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3491,Table3492,3491,PCH BEDIM BARRAMENTO,65954300,6,65,01159 - SANTANA - Santana Energética Ltda,01159 - SANTANA - Santana Energética Ltda,RENASCENÇA-PR,-26.09110,-52.95580,565.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3492,Table3493,3492,PCH VILA GALUPO BARRAMENTO,65954400,6,65,01114 - SUDOESTE - Sudoeste Energia Ltda.,01114 - SUDOESTE - Sudoeste Energia Ltda.,BOM SUCESSO DO SUL-PR,-26.06170,-52.92220,536.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3493,Table3494,3493,PCH JACARÉ BARRAMENTO,65954900,6,65,01050 - VORTEX - Vortex Energia Ltda.,01050 - VORTEX - Vortex Energia Ltda.,FRANCISCO BELTRÃO-PR,-26.03890,-52.93310,509.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3494,Table3495,3494,PCH JACARÉ JUSANTE,65954950,6,65,01050 - VORTEX - Vortex Energia Ltda.,01050 - VORTEX - Vortex Energia Ltda.,FRANCISCO BELTRÃO-PR,-26.03470,-52.92360,496.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3495,Table3496,3495,BALSA DO SANTANA,65955000,6,65,00052 - IAT-PR - Instituto Água e Terra do Paraná,00001 - ANA - Agência Nacional de Águas,ITAPEJARA D''OESTE-PR,-25.91500,-52.84940,450.00,65170600,RIO SANTANA,RHN,Ativo
3496,Table3497,3496,PCH ARTURO ANDREOLI RIO SANTANA,65956000,6,65,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,VERÊ-PR,-25.88310,-52.86310,0.00,65170600,RIO SANTANA,Setor Elétrico,Ativo
3497,Table3498,3497,PCH BELA VISTA RESERVATÓRIO,65957000,6,65,00214 - VISTA - Bela Vista Geração de Energia S.A.,00214 - VISTA - Bela Vista Geração de Energia S.A.,VERÊ-PR,-25.81810,-52.90140,430.00,65170000,RIO CHOPIM,Setor Elétrico,Ativo
3498,Table3499,3498,PCH BELA VISTA JUSANTE,65958000,6,65,00214 - VISTA - Bela Vista Geração de Energia S.A.,00214 - VISTA - Bela Vista Geração de Energia S.A.,VERÊ-PR,-25.80580,-52.90670,421.00,65170000,RIO CHOPIM,Setor Elétrico,Ativo
3499,Table3500,3499,UHE GOV. JOSÉ RICHA ÁGUAS DO VERE,65960001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,VERÊ-PR,-25.77390,-52.92440,390.00,65170000,RIO CHOPIM,Setor Elétrico,Ativo
3500,Table3501,3500,PCH ARTURO ANDREOLI FLOR DA SERRA,65962000,6,65,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,DOIS VIZINHOS-PR,-25.68220,-52.98440,550.00,65170000,RIO CHOPIM,Setor Elétrico,Ativo
3501,Table3502,3501,PCH ARTURO ANDREOLI BARRAMENTO,65963071,6,65,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,00312 - FOZ DO CHOPIM - Foz do Chopim Energética Ltda.,CRUZEIRO DO IGUAÇU-PR,-25.57110,-53.11330,356.00,65170000,RIO CHOPIM,Setor Elétrico,Ativo
3502,Table3503,3502,UHE GOV. JOSÉ RICHA PORTO SANTO ANTÔNIO,65970001,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,TRÊS BARRAS DO PARANÁ-PR,-25.39390,-53.10390,430.00,65180100,RIO GUARANI,Setor Elétrico,Ativo
3503,Table3504,3503,UHE GOV. JOSÉ RICHA BARRAMENTO,65973501,6,65,00028 - COPEL - Copel Geração e Transmissão S.A,00028 - COPEL - Copel Geração e Transmissão S.A,NOVA PRATA DO IGUAÇU-PR,-25.54190,-53.48440,3286.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
3504,Table3505,3504,UHE BAIXO IGUAÇU RIO ANDRADA,65975300,6,65,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,CAPITÃO LEÔNIDAS MARQUES-PR,-25.42170,-53.50030,329.00,65180700,RIO ANDRADA,Setor Elétrico,Ativo
3505,Table3506,3505,UHE BAIXO IGUAÇU RIO CAPANEMA,65980500,6,65,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,CAPANEMA-PR,-25.76920,-53.61110,329.00,65180800,RIO CAPANEMA,Setor Elétrico,Ativo
3506,Table3507,3506,UHE ITAIPU PONTE DO CAPANEMA,65981500,6,65,00090 - ITAIPU - Itaipu  Binacional,00090 - ITAIPU - Itaipu  Binacional,PLANALTO-PR,-25.77000,-53.61140,320.00,65180800,RIO CAPANEMA,Setor Elétrico,Ativo
3507,Table3508,3507,UHE BAIXO IGUAÇU RESERVATÓRIO,65983000,6,65,00369 - CÉU AZUL - Geração Céu Azul S.A.,00369 - CÉU AZUL - Geração Céu Azul S.A.,CAPITÃO LEÔNIDAS MARQUES-PR,-25.50830,-53.66690,263.00,65100000,RIO IGUAÇU,Setor Elétrico,Ativo
